,track_name,artist_name,id,genres,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist_pop,track_pop,duration_ms,time_signature
242,pov,Ariana Grande,3UoULw70kMsiVXxW0L3A33,"dance pop, pop",Positions,0.487,0.534,0,-5.664,0,0.0555,0.36,0.0,0.1,0.173,131.798,92,73,201882,4
243,Monster (Shawn Mendes & Justin Bieber),Shawn Mendes,2Z8yfpFX0ZMavHkcIeHiO1,"canadian pop, dance pop, pop, viral pop",Monster,0.652,0.383,2,-7.076,0,0.0516,0.0676,0.0,0.0828,0.549,145.765,86,69,178994,4
244,Nights,Neon Trees,2HtSqfsa6fCxCFBGKBWILM,"indie poptimism, modern alternative rock, modern rock, pop rock, rock",I Can Feel You Forgetting Me,0.501,0.858,0,-4.34,0,0.0342,0.0126,0.0,0.294,0.599,169.946,67,46,215888,4
245,Island,10cm,1EaUQN6v4YzOPyDmIXuOjk,"k-indie, k-pop, korean pop",4.0,0.722,0.549,1,-4.811,1,0.116,0.545,0.0,0.123,0.839,173.338,60,0,201757,4
246,Therefore I Am,Billie Eilish,54bFM56PmE4YLRnqpW6Tha,"art pop, electropop, pop",Therefore I Am,0.889,0.34,11,-7.773,0,0.0697,0.218,0.13,0.055,0.716,94.009,90,71,174321,4
247,Falling,Harry Styles,1ZMiCix7XSAbfAJlEZWMCp,pop,Fine Line,0.567,0.267,4,-6.502,1,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,92,81,240133,4
248,maybe we need a break,slchld,3Lr7NDSn4xKGa1dzMdGkBj,"canadian contemporary r&b, chill r&b, pop",modern breakups,0.446,0.409,9,-4.812,1,0.0543,0.766,0.0,0.0891,0.349,80.67,61,0,184833,5
249,Daylight,Kota the Friend,6Quu3PRWFZNE297wRNgsmn,"hip hop, rap, underground hip hop",Anything.,0.553,0.491,9,-7.467,1,0.388,0.642,0.0,0.0733,0.762,79.0,64,39,177237,4
250,Darker Liquor,FLANNEL ALBERT,1JDZfaT56apWfXlHrAARx0,"asian american hip hop, korean trap",Darker Liquor,0.78,0.243,3,-15.449,1,0.0695,0.722,0.0,0.0906,0.708,134.025,28,24,136119,4
251,SUGAR,BROCKHAMPTON,6U0FIYXCQ3TGrk4tFpLrEA,"boy band, hip hop, rap",GINGER,0.453,0.538,1,-8.212,1,0.0638,0.449,0.0,0.19,0.516,122.973,71,69,204533,4
252,"fuck u, goodluck.",suggi,62JPi629msUv8wotWAChOY,chill r&b,cheer up!,0.651,0.233,9,-11.478,1,0.0386,0.8,0.0,0.395,0.635,79.028,47,46,200506,4
253,How Could I…,Pollen,2d1BUJA9d877mVrcP1X7SV,prog quebec,How Could I…,0.397,0.529,5,-5.881,0,0.0435,0.845,0.0,0.266,0.333,137.606,11,0,203827,4
254,good guys,LANY,3c7peg169veVaJRzlbCaKw,"la pop, pop",good guys,0.455,0.677,0,-7.719,1,0.0751,0.593,0.0,0.0899,0.248,169.919,76,0,224995,4
255,Forfeit. (ft. Lucky Daye),Kiana Ledé,4uMvvCwqs046uxyJiFJTT1,"alternative r&b, chill r&b, dance pop, indie r&b, pop, pop r&b, post-teen pop, r&b, rap, urban contemporary",KIKI,0.77,0.442,1,-8.033,1,0.164,0.489,0.0,0.0974,0.392,131.988,67,52,242400,3
256,Heart Mind,Kodak Black,2OPxM2L3KtuehqY24vTMGs,"florida drill, florida rap, hip hop, melodic rap, miami hip hop, rap, trap, trap latino",FEMA (Finesse Elevate Motivate Achieve),0.921,0.641,1,-6.491,1,0.166,0.0274,0.0,0.0645,0.828,144.986,84,68,203840,4
257,if this is the last time,LANY,1V42fcah79WPoTf4ilyIq5,"la pop, pop",you!,0.566,0.586,11,-7.726,1,0.0372,0.0171,0.0,0.202,0.428,147.942,76,0,203853,4
258,Like I Want You,Giveon,6qBFSepqLCuh5tehehc1bd,"pop, r&b",TAKE TIME,0.678,0.355,10,-7.757,0,0.0627,0.759,7.06e-05,0.114,0.438,119.772,82,72,260776,3
259,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,7F9vK8hNFMml4GtHsaXui6,"pop, post-teen pop",Back to You (feat. Bebe Rexha & Digital Farm Animals),0.683,0.53,5,-4.918,0,0.142,0.207,0.0,0.394,0.645,75.016,73,65,190428,4
260,distance,Ruel,24zaoEGmRjgA0zt47uLgRF,"alt z, australian alternative pop, chill r&b, dance pop, pop, post-teen pop","Bright Lights, Red Eyes",0.562,0.329,3,-8.556,0,0.162,0.502,0.0,0.562,0.502,148.524,73,57,179213,4
261,NOW,Olivia O'Brien,7l3OQbWE1gvd4204aEgAz8,"alt z, dance pop, electropop, pop, post-teen pop, rap",NOW,0.765,0.776,7,-4.109,0,0.0355,0.184,0.0,0.245,0.812,148.094,70,50,182867,4
262,dramatic,Cat & Calmell,5uBlr2RNpuu3n7ROgiQa7w,pop,dramatic,0.77,0.519,2,-8.482,1,0.0602,0.332,7.77e-05,0.103,0.571,127.991,41,53,150200,4
263,Hurts (feat. Louis The Child & Whethan),Wafia,30Z12rJpW0M0u8HMFpigTB,australian pop,Hurts (feat. Louis The Child & Whethan),0.747,0.56,5,-7.086,1,0.0494,0.169,0.0,0.55,0.351,129.019,60,36,200790,4
264,Call It What You Want,rum.gold,4ZxL5Fi5K0nkyTmsbwPdsj,"alternative r&b, chill r&b, indie r&b",Call It What You Want,0.494,0.208,11,-14.595,0,0.0398,0.874,0.00094,0.0926,0.26,83.934,49,46,234905,4
265,Dragon,Kota the Friend,3cBHgJAkUkD0OdJsfooZEg,"hip hop, rap, underground hip hop",Dragon,0.577,0.426,2,-10.495,1,0.591,0.851,0.0,0.103,0.764,148.082,64,34,236460,1
266,I C U,Isaac Zale,1qWpYCt9rJmr0oPs1tqFzP,"canadian hip hop, indie hip hop",I C U,0.795,0.582,10,-5.788,1,0.0541,0.0668,5.67e-06,0.106,0.426,139.949,41,32,209143,4
267,me me she,RADWIMPS,0BYa5V0RyOYthDeCMUBJQZ,"j-pop, j-rock, japanese emo, visual kei",RADWIMPS 4 ~おかずのごはん~,0.617,0.592,4,-4.816,1,0.0289,0.0204,1.05e-06,0.147,0.374,117.97,74,53,281493,4
268,Herside Story,Hare Squead,6sOJrGn9Ax8TumuKQEFpuV,irish hip hop,Supernormal,0.863,0.593,7,-4.599,1,0.24,0.721,3.84e-05,0.103,0.756,148.028,46,36,181999,4
269,Body Smile,dvsn,4Vha0YyxRZSfLzzoph7rNx,"canadian contemporary r&b, pop, pop r&b, r&b, trap soul, urban contemporary",Morning After,0.676,0.24,5,-10.486,0,0.0511,0.181,1.06e-05,0.364,0.134,75.522,63,22,279147,3
270,Pluto Projector,Rex Orange County,4EWBhKf1fOFnyMtUzACXEc,"bedroom pop, pop",Pony,0.379,0.219,5,-11.196,1,0.0307,0.707,0.000691,0.118,0.188,79.786,79,75,267520,4
271,drunk,keshi,6D6HVKe7Qu3imn4zzJD0W9,"chill r&b, pop",always,0.691,0.389,4,-8.247,1,0.0367,0.765,0.0,0.0941,0.306,104.952,80,68,227032,4
272,Want U Around (feat. Ruel),Omar Apollo,1Qu24vc8msUVLcMZWa4k1x,"bedroom pop, bedroom soul, pop",Apolonio,0.571,0.443,0,-6.76,1,0.0451,0.3,6.95e-06,0.101,0.621,143.923,76,61,247720,3
273,You Got It,Vedo,4lsHZ92XCFOQfzJFBTluk8,"pop r&b, pop rap, r&b",For You,0.762,0.433,5,-8.937,1,0.187,0.143,0.0,0.118,0.394,122.074,65,67,203145,4
274,Baby Powder,Jenevieve,7t4ihBlcMdkyUeO6W1DfYH,"alternative r&b, chill r&b, indie r&b",Baby Powder,0.784,0.521,1,-8.217,0,0.0529,0.323,0.000283,0.0518,0.682,78.456,59,0,180435,3
275,Self Control,Frank Ocean,5GUYJTQap5F3RDQiCOJhrS,"hip hop, lgbtq+ hip hop, neo soul",Blonde,0.581,0.21,8,-10.426,1,0.0321,0.768,0.0,0.369,0.452,80.099,86,72,249668,4
276,Damn Mountains,Mei,70J41y3r0fVKxDClOOp09K,"bedroom soul, chill r&b, indie r&b",Damn Mountains,0.395,0.445,7,-8.894,1,0.0389,0.163,0.000455,0.277,0.226,84.39,29,0,266325,4
277,I Know I Should Call,Jennifer Chung,6uSHO11NQkKABSvfjc3VVS,pop,After All,0.878,0.475,10,-5.839,1,0.0846,0.268,0.0,0.0769,0.566,124.977,35,11,320410,4
278,Supermarket Flowers,Ed Sheeran,4VuS959DSpr82t3qBqCrWG,"pop, uk pop",÷ (Deluxe),0.589,0.242,6,-10.517,1,0.0442,0.914,0.0,0.0887,0.257,89.749,93,73,221107,4
279,Drive On,NIKI,6dB4Y5ydC6cc7jsqr71ip8,"indonesian r&b, pop",MOONCHILD,0.681,0.413,2,-10.312,1,0.0316,0.384,0.00112,0.0978,0.226,114.994,76,41,217693,4
280,COUNT ON ME,BROCKHAMPTON,1kdixtbMh0JUWlvSDmfM9I,"boy band, hip hop, rap",COUNT ON ME,0.782,0.497,0,-5.415,1,0.286,0.0391,0.0,0.209,0.522,77.488,71,41,155200,4
281,Like I'm Gonna Lose You,Us The Duo,1lw9AtyAmoxyTOGfY8bmlk,"folk-pop, indiecoustica, neo mellow, viral pop",Like I'm Gonna Lose You,0.663,0.503,0,-7.374,1,0.0899,0.652,2.35e-06,0.0806,0.348,79.866,54,0,212600,4
282,Kiss U Right Now,Duckwrth,4A4EI3YNaHhDiAgpQlCZkk,"alternative r&b, indie r&b, underground hip hop, viral rap",SuperGood,0.855,0.331,7,-8.652,1,0.07,0.41,0.00131,0.152,0.652,98.03,64,58,194776,4
283,do it right (feat. Aminé),REI AMI,6bKM56cyoz8kjiK7QKQ87i,"alt z, escape room, modern indie pop, viral rap",do it right (feat. Aminé),0.665,0.559,5,-7.579,0,0.235,0.317,0.0,0.394,0.416,84.959,56,37,169761,4
284,Play Too Much,Kyle Dion,3dIQBJdqStpq539wSrqhXw,"alternative r&b, chill r&b, indie r&b, indie soul, pop, r&b",SUGA (Deluxe),0.877,0.448,9,-5.773,0,0.0917,0.451,4.55e-06,0.139,0.897,110.021,52,3,197205,4
285,I Want You Around (feat. 6LACK) - Remix,Snoh Aalegra,7eb5G8a12Fn4TwRr3cbJBd,"alternative r&b, neo soul, r&b, scandinavian r&b, swedish soul",I Want You Around (feat. 6LACK) [Remix],0.718,0.454,4,-9.775,1,0.256,0.34,0.0228,0.0814,0.631,168.037,68,22,213040,4
286,alright,slchld,4twgRiWgXqAXgIav4CSsBq,"canadian contemporary r&b, chill r&b, pop",alright,0.545,0.723,0,-3.496,1,0.0615,0.737,0.0,0.11,0.146,77.243,61,33,138667,4
287,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,4iJyoBOLtHqaGxP12qzhQI,"canadian pop, pop",Justice,0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,92,81,198082,4
288,Casino,Ryan Beatty,7pbxFCIMIYrfKsgpoB3UL6,"bedroom soul, indie pop",Dreaming of David,0.6,0.322,0,-6.982,1,0.0315,0.472,0.0,0.14,0.219,109.877,49,34,259906,4
289,Six Speed,Current Blue,38loOBAgDgCW4pFWyH9cey,bedroom soul,Six Speed,0.51,0.327,7,-6.154,1,0.504,0.335,0.0,0.119,0.523,37.399,47,54,120000,4
290,Babydoll,Dominic Fike,7yNf9YjeO5JXUE3JEBgnYc,"alternative pop rock, pop","Don't Forget About Me, Demos",0.762,0.604,7,-5.296,0,0.11,0.114,0.0,0.0271,0.847,168.007,75,73,97960,4
291,SUMMER,BROCKHAMPTON,66dQdXAbtuPdSasezCQVZE,"boy band, hip hop, rap",SATURATION II,0.497,0.55,8,-6.13,1,0.0257,0.847,0.049,0.119,0.542,79.955,71,58,204939,4
292,TEAM,BROCKHAMPTON,3dzi1yJbrxUaPS3yjn9SgV,"boy band, hip hop, rap",SATURATION III,0.312,0.73,11,-7.433,1,0.126,0.396,0.00201,0.942,0.267,140.099,71,44,273682,4
293,"No Shoes On The Rug, Leave Them At The Door",IDK,3CGUkMDRXget4VOziKsgmc,"dmv rap, hip hop, rap, underground hip hop",IWASVERYBAD,0.716,0.518,0,-6.687,1,0.116,0.71,1.33e-06,0.343,0.504,92.734,63,38,213964,4
294,WasteUrTime,Kevin Walkman,1Nru7nCQ9VyqaEAez3nKmN,pop,WasteUrTime,0.751,0.529,11,-8.061,0,0.218,0.0479,0.0,0.105,0.765,77.997,48,45,199139,4
295,Astronaut In The Ocean,Masked Wolf,3Ofmpyhv5UAQ70mENzB277,australian hip hop,Astronaut In The Ocean,0.778,0.695,4,-6.865,0,0.0913,0.175,0.0,0.15,0.472,149.996,70,74,132780,4
296,Trigger Of Love,JAWNY,3soKdLpgZNCtYLRsnwxwfB,"bedroom pop, indie pop, modern rock",For Abby,0.661,0.618,6,-5.023,1,0.167,0.371,0.000222,0.114,0.523,75.029,66,62,170023,4
297,wtf,boy pablo,3OYSWIgKXiwjutuQ4NEk1b,"bedroom pop, bergen indie, norwegian indie",Soy Pablo,0.714,0.567,6,-10.738,1,0.0325,0.0496,0.000115,0.0586,0.954,127.972,67,63,72187,4
298,Was It Something I Said,MyKey,65j65yDSE06CNKAPjsHoJt,"bedroom pop, indie pop",Was It Something I Said,0.587,0.724,6,-6.775,1,0.0321,0.618,0.000166,0.157,0.837,106.994,51,58,220588,4
299,Techno Show,Peach Pit,0a0EYuSVqeVqV8kjN9bFYC,"indie pop, indie rock, modern rock, vancouver indie",Being So Normal,0.605,0.724,1,-7.729,0,0.0441,0.121,0.431,0.108,0.898,89.403,67,56,226613,4
300,Cotton Candy,spill tab,4FF0tP9mkoiFKLiXFeXm0q,"indie pop, indie r&b, modern indie pop",Cotton Candy,0.686,0.456,0,-7.81,1,0.234,0.662,8.93e-06,0.357,0.569,96.889,55,55,93871,3
301,Bored,Thomas Headon,6aIfPfQrAmgLnZOutU247J,modern indie pop,Bored,0.665,0.613,2,-6.537,1,0.0754,0.175,0.0,0.361,0.791,162.01,54,49,159548,4
302,Cool with You,Her's,5wv2XK6ms7KBBVDD1cOwlx,"indie garage rock, indie pop, liverpool indie",Songs of Her's,0.534,0.62,0,-6.775,1,0.0504,0.0124,0.000736,0.296,0.547,106.986,66,59,375656,4
303,didya think,Arlie,4HOg84QsolNLzNp08qZ3sX,"indie pop, modern rock",Wait,0.468,0.89,4,-2.974,1,0.0701,0.00415,1.21e-05,0.508,0.709,140.265,52,57,200467,4
304,Dræm Girl,No Vacation,6lbLn5iL2NBJnbib7bTXMn,"indie garage rock, indie pop, indie surf",Summer Break Mixtape,0.192,0.952,2,-5.888,1,0.258,0.00164,0.716,0.307,0.262,172.752,62,57,234607,4
305,tomorrow tonight,Loote,4vsAUbPb6q9FpC4AGBFdVh,"alt z, dance pop, electropop, nyc pop, pop, pop dance, pop edm, post-teen pop, tropical house",lost,0.32,0.5,3,-7.979,1,0.0994,0.134,0.0,0.108,0.142,91.361,63,60,202600,4
306,Think About You,LÉON,6BWTZwXamKhjdYlicjjVjB,"metropopolis, neo mellow, pop",Think About You,0.662,0.744,6,-3.194,1,0.0317,0.249,0.000147,0.116,0.387,97.977,65,51,201133,4
307,JUST LIKE YOU,NF,7tTRFVlFzk6yTnoMcParmi,"hip hop, pop rap, rap",CLOUDS (THE MIXTAPE),0.775,0.757,9,-4.607,0,0.228,0.489,0.0,0.28,0.541,140.044,84,68,251237,4
308,Leave The Door Open,Bruno Mars,7MAibcTli4IisCtbHKrGMh,"dance pop, pop",Leave The Door Open,0.586,0.616,5,-7.964,1,0.0324,0.182,0.0,0.0927,0.719,148.088,91,17,242096,4
309,Girl From Rio (feat. DaBaby),Anitta,6CF085Ol0cVda1WqelybEQ,"funk pop, funk rj, pagode baiano, pop nacional",Girl From Rio (feat. DaBaby),0.732,0.604,0,-7.472,1,0.0443,0.0112,0.0,0.219,0.732,139.982,82,42,195429,4
310,Daddy Issues,The Neighbourhood,5E30LdtzQTGqRvNd7l6kG5,"modern alternative rock, modern rock, pop, shimmer pop",Wiped Out!,0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,86,83,260173,4
311,Keep It Movin',Olivia O'Brien,0SCha9ui6LGxxEtFxHnNW3,"alt z, dance pop, electropop, pop, post-teen pop, rap",Episodes: Season 1,0.766,0.616,11,-7.882,0,0.198,0.165,0.0,0.232,0.767,146.039,70,39,206257,4
312,Glory Box,Portishead,3Ty7OTBNSigGEpeW2PqcsC,"dark pop, electronica, laboratorio, trip hop",Dummy,0.51,0.434,1,-10.004,1,0.0361,0.177,0.516,0.0603,0.207,119.695,64,68,308627,4
313,All The Time,Bahamas,0qI1W6chJgvrSAzAkX9JBa,"canadian indie, deep new americana, indie folk, indie pop, neo mellow, new americana, stomp and holler",Bahamas Is Afie,0.711,0.464,4,-4.816,0,0.0488,0.648,0.00373,0.0846,0.507,127.274,64,58,234973,4
314,Sanctuary,Welshly Arms,6s4E1Wsbq5X9eHWprIQXIB,"bossbeat, modern alternative rock, modern hard rock, modern rock",No Place Is Home,0.53,0.718,0,-6.481,1,0.0363,0.00474,0.0,0.0758,0.354,76.996,57,55,227547,4
315,Real Deal,Maths Time Joy,2yCT259s8awbxVuW9bBS31,pop,Real Deal,0.433,0.324,8,-10.52,1,0.152,0.772,0.0,0.11,0.441,99.862,44,41,281250,3
316,Drugs,Landon Cube,4aPzU7jCuoBibw6zGuzRdq,"emo rap, sad rap, vapor trap",Drugs,0.613,0.719,9,-7.312,0,0.0376,0.119,0.0,0.112,0.613,129.946,61,37,194811,4
317,Bursley Girl,Moodswing,2a6UutNdFDE1tKpZU7zyWN,pop,Bursley Girl,0.441,0.454,1,-12.219,1,0.426,0.415,0.0,0.293,0.264,78.801,8,18,254013,1
318,BRKN,Madison Ryann Ward,07gFabF2ePsmBM0Q3CYitT,pop soul,Beyond Me,0.547,0.247,5,-7.543,1,0.0638,0.9,0.0,0.105,0.174,130.517,59,54,233400,4
319,Mercy Mercy Me (The Ecology),Lucky Daye,4oU2j4VgtKXkYAM8xg6lrU,"alternative r&b, indie r&b, pop, r&b",Spotify Singles,0.493,0.804,11,-6.529,1,0.105,0.0942,0.0441,0.084,0.638,88.021,71,40,206580,4
320,I Quit Drinking,Kelsea Ballerini,6OcCk1dbAb7XNHsC098oEM,"contemporary country, country, pop",I Quit Drinking,0.607,0.418,1,-6.997,1,0.0363,0.394,0.0,0.182,0.386,95.002,77,70,171200,4
321,Leave Before You Love Me (with Jonas Brothers),Marshmello,4qu63nuBpdn0qHUHuObEj1,"brostep, dance pop, edm, pop, pop dance, progressive electro house",Leave Before You Love Me,0.721,0.738,7,-4.77,1,0.0403,0.00226,4.41e-06,0.118,0.637,119.976,85,81,154983,4
322,Off,Jake Scott,73Ilcr8ZN7m1tKXRGax5JO,"alt z, indiecoustica, neo mellow, pop, pop rock, post-teen pop",Off,0.659,0.29,6,-11.773,1,0.187,0.424,0.0,0.118,0.932,187.679,66,43,165604,4
323,On Lock,MONEYPHONE,7MTrzWI05xnnlc76bi7UdZ,pop,On Lock,0.66,0.218,0,-13.368,1,0.0319,0.832,0.000932,0.176,0.365,124.945,25,8,116300,4
324,Reckless,Madison Beer,5ajjAnNRh8bxFvaVHzpPjh,"alt z, dance pop, pop, post-teen pop",Reckless,0.386,0.426,3,-6.642,1,0.0363,0.807,0.0,0.14,0.261,180.104,74,78,203385,3
325,Lonely,Noah Cyrus,6U1iuA5QfzYRPJxvdcxqtf,pop,THE END OF EVERYTHING,0.53,0.281,5,-8.274,1,0.0577,0.798,0.0,0.0928,0.341,122.442,74,66,144377,4
326,say goodbye,Sarcastic Sounds,6JdU7eaEl9fPAq0sEVNzGc,"lo-fi chill, sad lo-fi",say goodbye,0.71,0.415,8,-9.561,1,0.0908,0.902,0.00236,0.149,0.418,92.016,67,61,86749,4
327,Moonlight,Public Library Commute,5PG863bM3f6nnUel0e0AS3,"bedroom soul, chill r&b, indie r&b",Moonlight,0.721,0.698,8,-4.16,1,0.0302,0.848,0.0018,0.0969,0.463,96.011,50,0,191249,3
328,Reason To Stay,Sody,7wEXKF8ltyhpiGlUfa3RGh,"alt z, uk pop","I'm Sorry, I'm Not Sorry",0.493,0.354,0,-7.311,1,0.0626,0.883,0.0,0.12,0.279,109.942,58,44,188320,5
329,Sensitive,Dreamer Isioma,0oHEteATZnAZuA9dl1dXF3,"alternative r&b, indie r&b, modern indie pop",Sensitive,0.601,0.649,7,-6.979,1,0.133,0.166,3.35e-05,0.165,0.351,89.73,60,15,174720,4
330,Older Than I Am,Lennon Stella,15VDHAMS4JCLziCjNkmQl1,"alt z, canadian pop, electropop, pop, post-teen pop",Three. Two. One.,0.44,0.306,9,-8.947,1,0.0363,0.891,0.0,0.103,0.201,117.288,68,54,181533,4
331,Sugar Daddy,Qveen Herby,2ViSWfhT0kvEulXA1HH7Wk,"alt z, alternative r&b, escape room, high vibe, pop, rap, trap queen, viral rap",EP 8,0.953,0.453,10,-7.197,1,0.07,0.0605,0.000159,0.625,0.0368,126.009,61,60,203810,4
332,Save (Prod. by CODE KUNST),Loopy,6pzI4pu0nWLwydYTzOCc7W,k-rap,Show Me the Money 777 Episode 3,0.557,0.739,7,-3.744,1,0.298,0.667,0.0,0.127,0.614,170.182,51,33,307957,4
333,Can't Let Go,Russ,47fLJgV5DWZXLl6FEvPD28,"hawaiian hip hop, rap",Can't Let Go,0.894,0.608,10,-7.461,0,0.0724,0.407,0.0,0.0931,0.415,120.018,79,52,145500,4
334,'96 Bulls,Kota the Friend,0VtyqKSFeXrIVSbpxARxt4,"hip hop, rap, underground hip hop",'96 Bulls,0.726,0.412,0,-12.337,0,0.386,0.499,0.0,0.167,0.528,75.444,64,45,247842,4
335,Fool For You,Snoh Aalegra,3pEGNvJWWAfDSuUrQjEpEV,"alternative r&b, neo soul, r&b, scandinavian r&b, swedish soul",FEELS,0.593,0.287,2,-11.496,1,0.0631,0.832,0.000128,0.104,0.238,149.761,68,10,194303,3
336,Money Showers (feat. Ty Dolla $ign),Fat Joe,6zabCn2cZNwyWBmuBRyQzZ,"bronx hip hop, dance pop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, hip pop, pop rap, rap, trap",Plata O Plomo,0.583,0.834,7,-5.327,1,0.0841,0.00608,0.0,0.353,0.54,153.265,70,33,225347,4
337,Innocent,Teenage Priest,0hNWsmJpURQaG9uzsTYSlP,"bedroom pop, indie pop, indie r&b",Innocent,0.595,0.714,9,-5.329,0,0.0601,0.151,0.0494,0.124,0.588,189.91,43,11,212166,4
338,Endlessly+Tenderly,PARADISE RISING,69HvmK75WgBbmh6aJsz84U,pop,semilucent,0.546,0.285,0,-10.237,0,0.0339,0.274,0.109,0.0768,0.147,120.112,34,29,240000,3
339,"F(ucked up) (Feat. Gaeko, GRAY)",CODE KUNST,3WKOfIpqPHnhzogH2Ds73k,"k-indie, k-rap, korean r&b",PEOPLE,0.613,0.493,2,-9.371,0,0.403,0.579,0.0,0.0891,0.512,73.426,52,28,219907,4
340,Strange,Celeste,7sq2z9oX2S0CvgTqCZ0ko4,british soul,Not Your Muse (Deluxe),0.286,0.0847,2,-9.883,1,0.0397,0.934,6.94e-06,0.121,0.112,70.743,64,71,255987,4
341,Don't Let Me Down - Demo,Joy Crookes,1VwPTHAfPvcL1ZubK6qabL,"alternative r&b, indie r&b, indie soul, uk contemporary r&b",Don't Let Me Down (Demo),0.696,0.14,9,-11.509,1,0.0334,0.818,0.000354,0.148,0.203,80.831,64,49,195535,3
342,Comedown - A COLORS SHOW,Joesef,7C2fjMlpeYTpaNyv7JuzBm,"indie r&b, indie soul, uk alternative pop",Comedown - A COLORS SHOW,0.338,0.312,9,-9.532,1,0.0311,0.712,0.000375,0.112,0.329,86.899,62,35,262827,4
343,Skin,Joy Crookes,5nz0KE3qltISzUI9v5qPoh,"alternative r&b, indie r&b, indie soul, uk contemporary r&b",Skin,0.479,0.178,9,-7.791,1,0.0318,0.908,1.29e-06,0.11,0.252,116.132,64,33,178500,4
344,Be My Own Boyfriend,Olivia Dean,0DXZHcAQAkXx8YlMIdzqgG,"indie soul, pop soul",Be My Own Boyfriend,0.69,0.435,8,-8.482,1,0.0397,0.696,0.118,0.0946,0.403,122.059,62,50,207960,4
345,I Think I Like You,The Band CAMINO,6yOxL1xfPkv9Z9zvpNrMDU,"hopebeat, indie poptimism, neo mellow, pop, pop rock",The Band CAMINO,0.806,0.567,11,-5.656,0,0.0425,0.00438,0.0,0.0427,0.644,120.02,65,58,182658,4
346,Take You Dancing,Jason Derulo,59qrUpoplZxbIZxk6X0Bm3,"dance pop, edm, pop, pop rap, post-teen pop",Take You Dancing,0.789,0.711,2,-4.248,1,0.041,0.0332,0.0,0.0876,0.753,112.985,82,73,190306,4
347,free love,HONNE,0GPJSHYaXh8rZSSJoUMgyl,"chill r&b, pop, uk pop",no song without you,0.708,0.68,9,-8.203,1,0.0519,0.0625,0.0,0.152,0.7,133.947,68,60,209280,4
348,Midnight River (feat. 6LACK),Pink Sweat$,5HphhcOuLFWBj9IghbrKJB,"bedroom soul, chill r&b, pop",Midnight River (feat. 6LACK),0.497,0.351,1,-9.048,0,0.0648,0.777,0.0,0.157,0.234,171.719,72,54,184242,4
349,someone like u,lullaboy,6BeODAFUXgrscucnq8xDAs,"chill r&b, pop",someone like u,0.588,0.178,8,-17.502,1,0.0489,0.877,0.0,0.107,0.358,129.763,59,55,232000,4
350,Happier Than Ever,ASTN,7es56D0QedGMsK39wl2yFX,"bedroom soul, chill r&b, pop",Happier Than Ever,0.667,0.457,6,-6.885,0,0.439,0.341,0.0,0.114,0.266,97.604,64,73,109326,4
351,Dissolve,Absofacto,7pBrj5rt4SSxXwFKOyZfHR,"indie psych-pop, shimmer psych",Thousand Peaces,0.688,0.582,6,-10.668,0,0.0542,0.23,0.000157,0.0663,0.872,85.486,55,63,224661,4
352,"He's next to you, instead of me",TOIL,25U5ea5BGlFK5318WduEzI,"k-rap, korean pop","He's next to you, instead of me",0.611,0.383,4,-6.95,1,0.0286,0.717,0.0,0.109,0.258,133.984,51,46,172351,4
353,Never the 1,ROSIE,3CvfUOkWsfTr7ZIjl6D9Uk,alt z,20mg of Happiness,0.666,0.265,1,-12.129,1,0.166,0.907,0.0,0.123,0.332,85.335,53,54,171960,4
354,What We Had,Sody,7HVmwjRRWYH40tm9EG1sQb,"alt z, uk pop","I'm Sorry, I'm Not Sorry",0.62,0.45,7,-7.437,1,0.0423,0.953,0.000371,0.109,0.258,123.648,58,50,182814,4
355,if depression gets the best of me,Zevia,1UHATOi2uLeTk3UHKBwR30,"alt z, gen z singer-songwriter",if depression gets the best of me,0.51,0.184,0,-15.293,1,0.0577,0.882,8.27e-05,0.111,0.217,119.791,57,55,180000,4
356,Round & Round,Avery Lynch,108Jyy3f1vG8v6KeGQYHtb,"alt z, gen z singer-songwriter",Round & Round,0.503,0.231,2,-12.25,1,0.0463,0.913,1.5e-06,0.191,0.22,114.305,49,0,168000,4
357,God Must Hate Me,Catie Turner,21xzFXSL2XkZ2mIzDDAqTK,"alt z, gen z singer-songwriter, indie pop",God Must Hate Me,0.459,0.304,2,-10.107,1,0.136,0.967,1.95e-05,0.0951,0.072,76.954,55,62,149803,3
358,Reasons to Stay,Andi,6Sydn38FbrWX8yKAzDPmNj,"alt z, social media pop",Reasons to Stay,0.68,0.633,9,-5.232,1,0.027,0.397,0.0,0.0836,0.257,97.503,53,42,175499,3
359,Until I Found You,Stephen Sanchez,0T5iIrXA4p5GsubkhuBIKV,"gen z singer-songwriter, pop",Until I Found You,0.539,0.508,10,-6.05,1,0.0288,0.727,0.0,0.174,0.227,101.358,82,84,177720,3
